AQ Station Name;Air Quality Station Area;Air Quality Station Type;StandardsDescription;Country1;Unit Of Airpollution Level;Year Of Statistics;Air Pollution Class;Sampling Point;Year shapes;Data Aggregation Process Label;Air Pollutant;Air Pollution Level;Latitude;Longitude;Round Air pollution level
LLANOPONTE;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_33004021_9_49;2020;Annual mean / 1 calendar year;PM2.5;10,04;43,5512;-5,9197;10
Lleida (Irurita - Pius XII);urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_25120001_9_M;2020;Annual mean / 1 calendar year;PM2.5;15,405;41,6158;0,6157;15
LLODIO;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_01036004_9_46;2020;Annual mean / 1 calendar year;PM2.5;10,824;43,1441;-2,9634;11
Lobau;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.09.LOB.64566.6001.1;2020;Annual mean / 1 calendar year;PM2.5;9,885;48,1621;16,5256;10
LOCALITA' BRAGNO - CAIRO MONTENOTTE;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2108A_6001_BETA_2012-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,435;44,3749;8,2987;11
LOCALITA' MAZZUCCA - CAIRO MONTENOTTE;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2107A_6001_BETA_2012-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;16,263;44,3832;8,2838;16
L�cknitz;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEMV012_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,519;53,5205;14,2574;10
Loddefjord;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0109A_6001_2068;2020;Annual mean / 1 calendar year;PM2.5;5,543;60,3611;5,2369;6
LODI S.ALBERTO;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;4;SPO.IT1965A_6001_BETA_2009-03-14_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;22,44;45,3028;9,4953;22
LODI Vignati;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1286A_6001_BETA_2022-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;15,84;45,3053;9,4856;16
Lohja Harjula;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Finland;ug/m3;2022;1;SPO-FI00972_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,73;60,249;24,0695;5
Lom;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Czechia;ug/m3;2022;3;SPO.CZ_ULOMA_PM2_5_1337363;2020;Annual mean / 1 calendar year;PM2.5;14,197;50,5858;13,6734;14
Lons-le-Saunier CV;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR82050_6001;2020;Annual mean / 1 calendar year;PM2.5;7,269;46,6713;5,5568;7
LOS BARRIOS;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_11008001_9_49;2020;Annual mean / 1 calendar year;PM2.5;9,172;36,1754;-5,4808;9
LOS HERRAN;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_01059012_9_49;2020;Annual mean / 1 calendar year;PM2.5;10,293;42,8436;-2,6614;10
LOS Y�BENES;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_45200001_9_49;2020;Annual mean / 1 calendar year;PM2.5;6,631;39,5769;-3,8652;7
LOURDES LAPACCA;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR12042_6001;2020;Annual mean / 1 calendar year;PM2.5;8,924;43,0962;-0,0405;9
Lourinh�;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;1;SPO-PT03102_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,33;39,2783;-9,2456;5
LOVERCHY;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR33201_6001;2020;Annual mean / 1 calendar year;PM2.5;11,19;45,8953;6,1183;11
LS1 Laives;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1696A_6001_nephelometry_beta_2008-02-16_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;12,28;46,4348;11,3401;12
L�beck Moislinger Allee;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DESH053_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;7,858;53,8622;10,6733;8
L�beck-St. J�rgen;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DESH023_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;7,25;53,8355;10,6959;7
Lublin, ul. Obywatelska;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;3;SPO_PL0507A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;20,064;51,2594;22,5691;20
Luckenwalde;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBB109_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;11,175;52,0897;13,1749;11
Ludwigsburg;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW024_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,871;48,8992;9,1728;10
Ludwigshafen-Heinigstra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DERP041_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,64;49,4785;8,4439;11
Ludwigshafen-Mundenheim;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DERP003_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;12,63;49,4555;8,4259;13
Lugano-Universit�;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Switzerland;ug/m3;2022;3;SPO-CH0011A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,467;46,0111;8,9571;11
LUGO-FINGOY;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_27028005_9_49;2020;Annual mean / 1 calendar year;PM2.5;11,074;42,9979;-7,5509;11
LUGONES INSTITUTO;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_33066004_9_49;2020;Annual mean / 1 calendar year;PM2.5;11,469;43,4015;-5,8028;11
Lunel Viel;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR08020_6001;2020;Annual mean / 1 calendar year;PM2.5;9,042;43,6758;4,0884;9
Luneville;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR30026_6001;2020;Annual mean / 1 calendar year;PM2.5;11,11;48,5848;6,4839;11
L�tte (Belzig);rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBB065_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;7,993;52,1942;12,5614;8
Luukki;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Finland;ug/m3;2022;1;SPO-FI00208_06001_100;2020;Annual mean / 1 calendar year;PM2.5;3,739;60,3144;24,6849;4
Luxembourg Bonnevoie;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Luxembourg;ug/m3;2022;2;SPO-LU0101A_06001_101;2020;Annual mean / 1 calendar year;PM2.5;9,355;49,5977;6,1376;9
Luxembourg Pl. Winston Churchill;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Luxembourg;ug/m3;2022;2;SPO-LU0109A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;9,936;49,6116;6,1185;10
LYKOVRISI;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Greece;ug/m3;2022;3;SPO-GR0035A_06001_101;2020;Annual mean / 1 calendar year;PM2.5;18,277;38,0696;23,7769;18
LYON Centre;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR20062_6001;2020;Annual mean / 1 calendar year;PM2.5;11,424;45,7577;4,8542;11
M Martani;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2099A_6001_BETA_2012-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;8,034;42,8047;12,5661;8
Maassluis-Kwartellaan;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;2;SPO-NL00495_06001_100;2020;Annual mean / 1 calendar year;PM2.5;10,318;51,932;4,228;10
MADREVIEJA;rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_11033008_9_49;2020;Annual mean / 1 calendar year;PM2.5;8,064;36,2044;-5,4047;8
Magadino-Cadenazzo;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Switzerland;ug/m3;2022;3;SPO-CH0033A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,851;46,1603;8,9339;12
MAGDALENA (B-1);suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_15070002_9_47;2020;Annual mean / 1 calendar year;PM2.5;6,779;43,4539;-7,8478;7
Magdeburg Schleinufer;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEST103_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;10,4;52,1208;11,6327;10
Magdeburg/Guericke-Stra.;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEST112_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,678;52,1317;11,6319;11
Magdeburg/West;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEST077_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,554;52,1279;11,6115;10
MAGGIOLINA - LA SPEZIA;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1536A_6001_BETA_2015-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,014;44,116;9,8439;11
Magione;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2100A_6001_BETA_2013-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;13,445;43,1331;12,2058;13
MAH�N;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_07032999_9_M;2020;Annual mean / 1 calendar year;PM2.5;6,113;39,8753;4,3164;6
Mainz-Parcusstra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DERP010_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,542;50,001;8,2611;11
Mainz-Zitadelle;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DERP009_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,276;49,995;8,274;10
Maison Parc Brotonne;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR05087_6001;2020;Annual mean / 1 calendar year;PM2.5;10,144;49,4983;0,7588;10
MALAGROTTA;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2012A_6001_BETA_2010-06-06_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;12,764;41,8748;12,3456;13
